Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Source,EID
"Ramulu M., Anand Kumar S., Murty D.V.R.",Development of expert system for process pump selection,2008,"International Conference on Artificial Intelligence and Pattern Recognition 2008, AIPR 2008",,,,102,109,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876765252&partnerID=40&md5=1855fa091fd4f9d98ebff81934e6e3ae,"Design and Engg. Division, Indian Institute of Chemical Technology, Hyderabad, India","Ramulu, M., Design and Engg. Division, Indian Institute of Chemical Technology, Hyderabad, India; Anand Kumar, S., Design and Engg. Division, Indian Institute of Chemical Technology, Hyderabad, India; Murty, D.V.R., Design and Engg. Division, Indian Institute of Chemical Technology, Hyderabad, India","An expert system is the most advanced part of Artificial Intelligence (AI) and had made significant contribution to chemical process monitoring, control and diagnosis. Expert system can be utilized effectively in selection of process equipments and its components. Here an attempt has made to utilize expert system for process pump selection. The selection procedure of a pump to a specific application is very complex because of the involvement of different sizes, types and parameters like fluid properties, compatibilities, operating conditions and environmental emissions etc. Till now the selection of a pump is based on technical literature, pump manufacturer's catalogues / data and knowledge gained by years of experience. This will affect the performance (operation, maintenance and reliability) of the pump. In order to overcome this it is essential to develop an expert system for process pump selection. This paper illustrates the development of expert system comprises of the neural network integrated with an expert system for process pump selection. And also it is used for validating the output of the neural network and taking care of situations where the neural network cannot provide a unique solution. The objective of this work is to concise and optimize the process pump selection by properly considering the key parameters.",Expert system; Module; NN; PDR; Pump,Chemical process monitoring; Environmental emissions; Module; NN; Operating condition; PDR; Selection procedures; Technical literature; Expert systems; Neural networks; Pattern recognition; Pumps,"Ramulu, M.; Design and Engg. Division, Indian Institute of Chemical Technology, Hyderabad, India; email: ramulu@iict.res.in",,,,9781615677184,,,English,"Int. Conf. Artif. Intell. Pattern Recogn., AIPR",Conference Paper,Scopus,2-s2.0-84876765252
"Nagabhushan T.N., Padma S.K., Prasad B.",Generalization of adaptive incremental learning RBF network trained with significant patterns,2008,"International Conference on Artificial Intelligence and Pattern Recognition 2008, AIPR 2008",,,,21,26,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-72449201219&partnerID=40&md5=1db9598d7e9ecbe2d978498731581065,"Department of Information Science and Engineering, Sri Jayachamarajendra College of Engineering, Mysore-570 006, India; Department of Computer and Information Sciences, Florida A and M University, Tallahassee, FL 32307, United States","Nagabhushan, T.N., Department of Information Science and Engineering, Sri Jayachamarajendra College of Engineering, Mysore-570 006, India; Padma, S.K., Department of Information Science and Engineering, Sri Jayachamarajendra College of Engineering, Mysore-570 006, India; Prasad, B., Department of Computer and Information Sciences, Florida A and M University, Tallahassee, FL 32307, United States",In this paper we present a new idea of training the incremental learning RBF network with a set of patterns which are closer to decision boundaries amongst the different classes of training samples which constitute the input space. We call them significant patterns. We discuss the selection of significant samples from the data set and present learning and generalization characteristics of adaptive learning RBF network. The resutls are compared with the best known published recent works. It is found that incremental RBF network trained with significant samples can achieve very good generalization capabilities besides developing small optimal architecures compared to other methods.,Adaptive learning; Generalization; Incremental learning; Medoids; RBF neural network; Significant patterns,Adaptive learning; Generalization; Incremental learning; Medoids; RBF Neural Network; Significant patterns; Neural networks; Pattern recognition; Radial basis function networks,"Nagabhushan, T.N.; Department of Information Science and Engineering, Sri Jayachamarajendra College of Engineering, Mysore-570 006, India; email: tnn@sjce.ac.in",,,,9781615677184,,,English,"Int. Conf. Artif. Intell. Pattern Recogn., AIPR",Conference Paper,Scopus,2-s2.0-72449201219
"Bind J.L., Gupta P.",Image classification using chip mining approach for remote sensing imagery,2008,"International Conference on Artificial Intelligence and Pattern Recognition 2008, AIPR 2008",,,,302,307,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876756633&partnerID=40&md5=fb3accd24e5112770deac10385f137ad,"Defence Terrain Research Laboratory, Metcalfe House, Delhi-110054, India","Bind, J.L., Defence Terrain Research Laboratory, Metcalfe House, Delhi-110054, India; Gupta, P., Defence Terrain Research Laboratory, Metcalfe House, Delhi-110054, India","In this paper we present a concept of indiscernibility relation and upper approximation from rough set theory in image chip mining technique for image classification. Chip library of 2×2 pixels is created for our defined terrain classes. Window of 2×2 pixels is rotated in the input image and indiscernibility relation is computed with the chips in the library. Depending on indiscernible relation the window is leveled according to its class. Hence, it can be said that window certainly belongs to upper approximation. The final segmental image is formed after the region fusion process using the statistical criteria. The method integrates machine learning paradigm, especially learning from example techniques. Issue for construction of sufficient image chips and representation of it, to make an efficient and intelligent machine is also discussed. This work mainly address for classification of remote sensing data comprising the concept of rough set theory contrary to traditional work on image classification. Result is presented in the end of paper.",Image processing; Machine learning; Remote sensing; Rough approximation; Uncertainty,Indiscernibility relation; Intelligent machine; Learning from examples; Remote sensing imagery; Rough approximations; Statistical criterion; Uncertainty; Upper approximation; Approximation algorithms; Artificial intelligence; Image processing; Learning systems; Pattern recognition; Pixels; Remote sensing; Rough set theory; Image classification,"Bind, J.L.; Defence Terrain Research Laboratory, Metcalfe House, Delhi-110054, India",,,,9781615677184,,,English,"Int. Conf. Artif. Intell. Pattern Recogn., AIPR",Conference Paper,Scopus,2-s2.0-84876756633
"Nagabhushan T.N., Padma S.K., Prasad B.",On the performance analysis of resource allocating network trained with significant patterns,2008,"International Conference on Artificial Intelligence and Pattern Recognition 2008, AIPR 2008",,,,27,31,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-72449165062&partnerID=40&md5=f6c17a4208e4b88e4c046380ad5ec0c5,"Department of Information Science and Engineering, Sri Jayachamarajendra College of Engineering, Mysore-570 006, India; Department of Computer and Information Sciences, Florida A and M University, Tallahassee, FL 32307, United States","Nagabhushan, T.N., Department of Information Science and Engineering, Sri Jayachamarajendra College of Engineering, Mysore-570 006, India; Padma, S.K., Department of Information Science and Engineering, Sri Jayachamarajendra College of Engineering, Mysore-570 006, India; Prasad, B., Department of Computer and Information Sciences, Florida A and M University, Tallahassee, FL 32307, United States","Radial Basis Function (RBF) neural networks have been receiving wider attention among the neural network research community after the Back Propagation (BP) trained Multilayer Perceptron (MLP) Feed Forward Neural Networks. The main reasons are their simple structure and ease of training. Several variants of RBF learning algorithms are available for solving classification, function approximation and regression problems. In any neural network system, proper identification of architecture and their parameter initialization assumes greater significance to accomplish better performance. There have been a large number of proposals on automatic development of architectures during learning to ease out the frustration caused by trial and error based schemes to fix up the so called optimal architectures. However their focus has been confined to one objective, ie to reduce the number of RBF units. Among the several variants of constructive learning networks, Platt's Resource Allocating Network (RAN) is still one of the popular incremental learning networks that has been tried on several problem types and still research is underway to fine tune it to maximize its performance. RAN has several limitations as it is sensitive to outliers and builds larger networks resulting in memorization consequently leading poor generalization. The best part of this algorithm is its fast convergence. Hence there is substantial scope to improve its performance. In this paper, we propose two new ideas to improve the performance of RAN. In the first instance, we calculate the medoids from samples in respective pattern classes. Secondly we pick a small percentage of significant patterns based on the farthest neighbor concept. The medoids and the significant patterns are collectively used to train the RAN. The entire samples in the input space are used to test the generalization performance of the network. Benchmark datasets have been used to experiment the proposed techniques. Results reveal significant enhancement in the performance of the RAN compared to traditional RAN.",Incremental learning; Medoids; Neural networks; Resource allocating network; Significant patterns,Function approximation; Generalization performance; Incremental learning; Medoids; Neural network systems; Radial basis function neural networks; Resource allocating networks; Significant patterns; Learning algorithms; Learning systems; Neural networks; Pattern recognition; Radial basis function networks; Network architecture,"Nagabhushan, T.N.; Department of Information Science and Engineering, Sri Jayachamarajendra College of Engineering, Mysore-570 006, India; email: tnn@sjce.ac.in",,,,9781615677184,,,English,"Int. Conf. Artif. Intell. Pattern Recogn., AIPR",Conference Paper,Scopus,2-s2.0-72449165062
"Praseeda Lekshmi V., Sasikumar M., Vidyadharan D.S.",Feature based and PCA based Face Recognition,2008,"International Conference on Artificial Intelligence and Pattern Recognition 2008, AIPR 2008",,,,81,88,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876778231&partnerID=40&md5=5bc93e266c2d94338ee8212b4d24be4b,"College of Engineering Kidangoor, Kottayam, Kerala, India; Marian Engineering College Trivandrum, Kerala, India; C-DAC-T, Trivandrum, Kerala, India","Praseeda Lekshmi, V., College of Engineering Kidangoor, Kottayam, Kerala, India; Sasikumar, M., Marian Engineering College Trivandrum, Kerala, India; Vidyadharan, D.S., C-DAC-T, Trivandrum, Kerala, India","Face recognition is one of the most challenging research areas in the field of computer vision. Even though face exhibits different facial features, which can be instantly recognized by human eyes, it is very difficult for a computer to extract and use the information content from these features. In this paper, we propose a method to recognize face from color images using an RBF based neural network. K means clustering algorithm is used to locate different facial elements. Orientation is corrected by using eyes. Parameters like inter eye distance, nose length, mouth position, moment invariants and Discrete Cosine Transform (DCT) coefficients are computed and used for a Radial Basis Function (RBF) based neural network. As a second step, face regions are recognized using Principal Component Analysis (PCA) method. Face images are projected on to Eigen space and the weight vectors are compared to get minimum variation. A comparative study is done by exploiting the symmetrical structure of faces. Our approach performed well for individual half regions of faces. This method exhibits a good performance ratio.",,Comparative studies; Discrete cosine transform coefficients; Information contents; K-Means clustering algorithm; Moment invariant; Performance ratio; Radial Basis Function(RBF); Symmetrical structure; Artificial intelligence; Clustering algorithms; Discrete cosine transforms; Principal component analysis; Radial basis function networks; Vector spaces; Face recognition,"Praseeda Lekshmi, V.; College of Engineering Kidangoor, Kottayam, Kerala, India; email: vplekshmi@rediffmail.com",,,,9781615677184,,,English,"Int. Conf. Artif. Intell. Pattern Recogn., AIPR",Conference Paper,Scopus,2-s2.0-84876778231
"Bind J.L., Garg P.K.",Predictive soil mapping using hybridization scheme of case based reasoning system and knowledge based system,2008,"International Conference on Artificial Intelligence and Pattern Recognition 2008, AIPR 2008",,,,295,301,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876760384&partnerID=40&md5=c6a2e383ae8c4e18186816e6bc17727b,"Defence Terrain Research Laboratory, Metcalfe House, Delhi-110054, India; Indian Institute of Technology (IIT), Roorkee - 247667, (Uttarakhand), India","Bind, J.L., Defence Terrain Research Laboratory, Metcalfe House, Delhi-110054, India; Garg, P.K., Indian Institute of Technology (IIT), Roorkee - 247667, (Uttarakhand), India","In this article we propose an approach for predictive soil mapping using hybridization scheme of Case Based Reasoning (CBR) System and Knowledge Based System (KBS). Soil prediction is difficult using only remote sensing data because of various terrain surface cover and non availability of sufficient signature of soil texture. To overcome from this limitation here it is proposed to extract soil map from remote sensing data and knowledge base using past experience. Handling of redundant cases is also discussed in this article. The novelty of the proposed work lies in developing of methodology in algorithmic way for predictive soil mapping. The Cases are prepared on the basis of real data collected from the fields, covering five types of terrain i.e., plain, desert, marshy, costal and deltaic regions. Result is presented in the end of paper.",,Case based reasoning systems; Knowledge base; Redundant case; Remote sensing data; Soil mapping; Soil maps; Soil textures; Terrain surfaces; Artificial intelligence; Case based reasoning; Knowledge based systems; Mapping; Pattern recognition; Remote sensing; Soils,"Bind, J.L.; Defence Terrain Research Laboratory, Metcalfe House, Delhi-110054, India",,,,9781615677184,,,English,"Int. Conf. Artif. Intell. Pattern Recogn., AIPR",Conference Paper,Scopus,2-s2.0-84876760384
"Sarawagi S., Gupta R.",Accurate max-margin training for structured output spaces,2008,Proceedings of the 25th International Conference on Machine Learning,,,,888,895,,12,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-56449089882&partnerID=40&md5=1733d7f63ae3f8acdc543c03c542c25a,"IIT Bombay, India","Sarawagi, S., IIT Bombay, India; Gupta, R., IIT Bombay, India","Tsochantaridis et al. (2005) proposed two formulations for maximum margin training of structured spaces: margin scaling and slack scaling. While margin scaling has been extensively used since it requires the same kind of MAP inference as normal structured prediction, slack scaling is believed to be more accurate and better-behaved. We present an efficient variational approximation to the slack scaling method that solves its inference bottleneck while retaining its accuracy advantage over margin scaling. We further argue that existing scaling approaches do not separate the true labeling comprehensively while generating violating constraints. We propose a new max-margin trainer PosLearn that generates violators to ensure separation at each position of a decomposable loss function. Empirical results on real datasets illustrate that PosLearn can reduce test error by up to 25% over margin scaling and 10% over slack scaling. Further, PosLearn violators can be generated more efficiently than slack violators; for many structured tasks the time required is just twice that of MAP inference. Copyright 2008 by the author(s)/owner(s).",,Computational methods; Robot learning; Empirical results; Loss functions; Maximum margins; Real data sets; Scaling approaches; Scaling methods; Structured output spaces; Structured predictions; Test errors; Variational approximations; Learning systems,"Sarawagi, S.; IIT BombayIndia; email: SUNITA@IITB.AC.IN",,,,9781605582054,,,English,Proc. Int. Mach. Learn.,Conference Paper,Scopus,2-s2.0-56449089882
"Hsieh C.-J., Chang K.-W., Lin C.-J., Keerthi S.S., Sundararajan S.",A dual coordinate descent method for large-scale linear SVM,2008,Proceedings of the 25th International Conference on Machine Learning,,,,408,415,,288,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-56449086680&partnerID=40&md5=366a20acf7e85bbcc810b0b8ffaaf5e5,"Department of Computer Science, National Taiwan University, Taipei 106, Taiwan; Yahoo Research, Santa Clara, United States; Yahoo Labs., Bangalore, India","Hsieh, C.-J., Department of Computer Science, National Taiwan University, Taipei 106, Taiwan; Chang, K.-W., Department of Computer Science, National Taiwan University, Taipei 106, Taiwan; Lin, C.-J., Department of Computer Science, National Taiwan University, Taipei 106, Taiwan; Keerthi, S.S., Yahoo Research, Santa Clara, United States; Sundararajan, S., Yahoo Labs., Bangalore, India","In many applications, data appear with a huge number of instances as well as features. Linear Support Vector Machines (SVM) is one of the most popular tools to deal with such large-scale sparse data. This paper presents a novel dual coordinate descent method for linear SVM with L1- and L2-loss functions. The proposed method is simple and reaches an ε-accurate solution in O(log(l/ε)) iterations. Experiments indicate that our method is much faster than state of the art solvers such as Pegasos, TRON, SVMperf, and a recent primal coordinate descent implementation. Copyright 2008 by the author(s)/owner(s).",,Echo suppression; Learning systems; Robot learning; Coordinate descents; Linear support vector machines; Linear SVM; Loss functions; Sparse datums; State of the arts; Sparse datum; State-of-the arts; Support vector machines,"Hsieh, C.-J.; Department of Computer Science, National Taiwan University, Taipei 106, Taiwan; email: B92085@CSIE.NTU.EDU.TW",,,,9781605582054,,,English,Proc. Int. Mach. Learn.,Conference Paper,Scopus,2-s2.0-56449086680
"Narayanamurthy S.M., Ravindran B.",On the hardness of finding symmetries in Markov decision processes,2008,Proceedings of the 25th International Conference on Machine Learning,,,,688,695,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-56449115201&partnerID=40&md5=20184744d6322547c6d42a0a0285289f,"Yahoo Labs., Bangalore, India; Dept. of Comp. Sci. and Engg., Indian Institute of Technology Madras, Chennai, India","Narayanamurthy, S.M., Yahoo Labs., Bangalore, India; Ravindran, B., Dept. of Comp. Sci. and Engg., Indian Institute of Technology Madras, Chennai, India","In this work we address the question of finding symmetries of a given MDP. We show that the problem is Isomorphism Complete, that is, the problem is polynomially equivalent to verifying whether two graphs are isomorphic. Apart from the theoretical importance of this result it has an important practical application. The reduction presented can be used together with any off-the-shelf Graph Isomorphism solver, which performs well in the average case, to find symmetries of an MDP. In fact, we present results of using NAutY (the best Graph Isomorphism solver currently available), to find symmetries of MDPs. Copyright 2008 by the author(s)/owner(s).",,Graph theory; Robot learning; Set theory; Learning systems; Average cases; Graph isomorphisms; Markov Decision processes; Two graphs; Learning systems; Set theory; Average case; Markov Decision Processes; Two-graphs,"Narayanamurthy, S. M.; Yahoo Labs., Bangalore, India; email: SHRAVANMN@GMAIL.COM",,,,9781605582054,,,English,Proc. Int. Mach. Learn.,Conference Paper,Scopus,2-s2.0-56449115201
"Sharma A., Hua G., Liu Z., Zhang Z.",Meta-tag propagation by co-training an ensemble classifier for improving image search relevance,2008,"2008 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops",,,4562952,,,,,10.1109/CVPRW.2008.4562952,https://www.scopus.com/inward/record.uri?eid=2-s2.0-52049124229&doi=10.1109%2fCVPRW.2008.4562952&partnerID=40&md5=731fd3496e8c9414d4d56db97a62def6,"Indian Institute of Technology, Roorkee, India; Microsoft Live Labs Research, One Microsoft Way, Redmond, WA, United States; Microsoft Research, One Microsoft Way, Redmond, WA, United States; Microsoft Research, Redmond, United States","Sharma, A., Indian Institute of Technology, Roorkee, India, Microsoft Research, Redmond, United States; Hua, G., Microsoft Live Labs Research, One Microsoft Way, Redmond, WA, United States; Liu, Z., Microsoft Research, One Microsoft Way, Redmond, WA, United States; Zhang, Z., Microsoft Research, One Microsoft Way, Redmond, WA, United States","The ever-increasing gigantic amount of images over the web necessitates automatic schemes for meta-tagging content descriptions such as object categories. These meta-tags are essential to text-based image search engines to improve their search relevance. Traditional supervised scheme is not suitable for this task because it needs too much manual labelling efforts and yet is hard to scale to a large number of object categories. Notice that in the search scenarios, the meta-tagging does not need to be perfect to help improve relevance because the available text tags and user click-through logs can partially rectify the inaccurate information. A weakly supervised scheme would be ideal when only sporadic labelled examples are exploited in spite of the expected loss in tagging accuracy. In this paper, we develop a novel weakly semi-supervised ensemble classifier trained based on a co-training framework for this tagging last In essence the meta-tags are recursively propagated from the sparsely tagged examples to the un-tagged ones. Preliminary experiments on benchmark database such as Graz02 demonstrate the efficacy of the proposed approach. © 2008 IEEE.",,Co-training; Ensemble classifiers; Image search; Inaccurate information; Meta-tags; Semi-supervised; Artificial intelligence; Classification (of information); Classifiers; Computer software; Computer vision; Feature extraction; Image processing; Image retrieval; Information services; Ketones; Pattern recognition; Search engines; Learning systems,"Sharma, A.; Indian Institute of Technology, Roorkee, India; email: s.aayush@gmail.com",,,,9781424423408,,,English,"IEEE Comput. Soc. Conf. Comput. Vis. Pattern Recogn. Workshops, CVPR Workshops",Conference Paper,Scopus,2-s2.0-52049124229
"Namboodiri V.P., Chaudhuri S.",Recovery of relative depth from a single observation using an uncalibrated (real-aperture) camera,2008,"26th IEEE Conference on Computer Vision and Pattern Recognition, CVPR",,,4587779,,,,1,10.1109/CVPR.2008.4587779,https://www.scopus.com/inward/record.uri?eid=2-s2.0-51949106638&doi=10.1109%2fCVPR.2008.4587779&partnerID=40&md5=73920d59a173b14eb2bab04231ead453,"Department of Electrical Engineering, Indian Institute of Technology, Bombay Powai, Mumbai 400076, India","Namboodiri, V.P., Department of Electrical Engineering, Indian Institute of Technology, Bombay Powai, Mumbai 400076, India; Chaudhuri, S., Department of Electrical Engineering, Indian Institute of Technology, Bombay Powai, Mumbai 400076, India","In this paper we investigate the challenging problem of recovering the depth layers in a scene from a single defocused observation. The problem is definitely solvable if there are multiple observations. In this paper we show that one can perceive the depth in the scene even from a single observation. We use the inhomogeneous reverse heat equation to obtain an estimate of the blur, thereby preserving the depth information characterized by the defocus. However, the reverse heat equation, due to its parabolic nature, is divergent. We stabilize the reverse heat equation by considering the gradient degeneration as an effective stopping criterion. The amount of (inverse) diffusion is actually a measure of relative depth. Because of ill-posedness we propose a graph-cuts based method for inferring the depth in the scene using the amount of diffusion as a data likelihood and a smoothness condition on the depth in the scene. The method is verified experimentally on a varied set of test cases. ©2008 IEEE.",,Artificial intelligence; Canning; Computer vision; Feature extraction; Image processing; Pattern recognition; Semiconductor doping; Challenging problem; Defocus; Depth information; Depth layers; Heat equations; If there are; Ill-posedness; Stopping criterion; Test cases; Heating equipment,"Namboodiri, V. P.; Department of Electrical Engineering, Indian Institute of Technology, Bombay Powai, Mumbai 400076, India; email: vinaypn@ee.iitb.ac.in",,,,9781424422432,,,English,"IEEE Conf. Comput. Vis. Pattern Recogn., CVPR",Conference Paper,Scopus,2-s2.0-51949106638
"Shashank J., Kowshik P., Srinathan K., Jawahar C.V.",Private content based image retrieval,2008,"26th IEEE Conference on Computer Vision and Pattern Recognition, CVPR",,,4587388,,,,,10.1109/CVPR.2008.4587388,https://www.scopus.com/inward/record.uri?eid=2-s2.0-51949104977&doi=10.1109%2fCVPR.2008.4587388&partnerID=40&md5=0b1ea6466d91abae70dd4d471823e3ab,"International Institute of Information Technology, Hyderabad, India","Shashank, J., International Institute of Information Technology, Hyderabad, India; Kowshik, P., International Institute of Information Technology, Hyderabad, India; Srinathan, K., International Institute of Information Technology, Hyderabad, India; Jawahar, C.V., International Institute of Information Technology, Hyderabad, India","For content level access, very often database needs the query as a sample image. However, the image may contain private information and hence the user does not wish to reveal the image to the database. Private Content Based Image Retrieval (PCBIR) deals with retrieving similar images from an image database without revealing the content of the query image - not even to the database server. We propose algorithms for PCBIR, when the database is indexed using hierarchical index structure or hash based indexing scheme. Experiments are conducted on real datasets with popular features and state of the art data structures. It is observed that specialty and subjectivity of image retrieval (unlike SQL queries to a relational database) enables in computationally efficient yet private solutions. ©2008 IEEE.",,Artificial intelligence; Computer vision; Content based retrieval; Data structures; Database systems; Feature extraction; File organization; Image processing; Information retrieval; Pattern recognition; Photographic accessories; Computationally efficient; Content level; Content-based image retrieval; Data-base servers; Image databases; Index structures; Indexing scheme; Private information; Query images; Real datasets; Relational databases; SQL queries; State of the arts; Image retrieval,"Shashank, J.; International Institute of Information Technology, Hyderabad, India; email: shashankj@students.iiit.ac.in",,,,9781424422432,,,English,"IEEE Conf. Comput. Vis. Pattern Recogn., CVPR",Conference Paper,Scopus,2-s2.0-51949104977
"Kumar A., Passi A.",Comparison and combination of iris matchers for reliable personal identification,2008,"2008 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops",,,4563110,,,,,10.1109/CVPRW.2008.4563110,https://www.scopus.com/inward/record.uri?eid=2-s2.0-51849160450&doi=10.1109%2fCVPRW.2008.4563110&partnerID=40&md5=cf4bfcb4271253ebc003aee722196a28,"Biometrics Research Laboratory, Department of Electrical Engineering, Indian Institute of Technology Delhi, Hauz Khas, New Delhi 110016, India","Kumar, A., Biometrics Research Laboratory, Department of Electrical Engineering, Indian Institute of Technology Delhi, Hauz Khas, New Delhi 110016, India; Passi, A., Biometrics Research Laboratory, Department of Electrical Engineering, Indian Institute of Technology Delhi, Hauz Khas, New Delhi 110016, India","The biometric identification approaches using iris images are receiving increasing attention in the literature. Several methods for the automated iris identification have been presented in the literature and those based on the phase encoding of texture information are suggested to be the most promising. However, there has not been any attempt to combine these phase preserving approaches to achieve further improvement in the performance. This paper presents a comparative study of the performance from the iris identification using log-Gabor, Haar wavelet, DCT and FFT based features. Our experimental results suggest that the performance from the Haar wavelet and log Gabor filter based phase encoding is the most promising among all the four approaches considered in this work. Therefore the combination of these two matchers is most promising, both in terms of performance and the computational complexity. Our experimental results from the all 411 users (CASIA v3) and 224 users (IITD vl) database illustrate significant improvement in the performance that is not possible with either of these approaches individually. © 2008 IEEE.",,Artificial intelligence; Biometrics; Canning; Chlorine compounds; Computer vision; Encoding (symbols); Feature extraction; Image processing; Pattern recognition; Biometric identifications; Comparative studies; HAAR wavelets; Iris identification; Iris images; Log Gabor filters; Personal identification; Phase encoding; Texture information; Computational complexity,"Kumar, A.; Biometrics Research Laboratory, Department of Electrical Engineering, Indian Institute of Technology Delhi, Hauz Khas, New Delhi 110016, India",,,,9781424423408,,,English,"IEEE Comput. Soc. Conf. Comput. Vis. Pattern Recogn. Workshops, CVPR Workshops",Conference Paper,Scopus,2-s2.0-51849160450
"Cherla S., Kulkarni K., Kale A., Ramasubramanian V.","Towards fast, view-invariant human action recognition",2008,"2008 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops",,,4563179,,,,2,10.1109/CVPRW.2008.4563179,https://www.scopus.com/inward/record.uri?eid=2-s2.0-51849099512&doi=10.1109%2fCVPRW.2008.4563179&partnerID=40&md5=b5b8d76be5afa0064f128d130efd8337,"Siemens Corporate Technology, SISL, Bangalore, India","Cherla, S., Siemens Corporate Technology, SISL, Bangalore, India; Kulkarni, K., Siemens Corporate Technology, SISL, Bangalore, India; Kale, A., Siemens Corporate Technology, SISL, Bangalore, India; Ramasubramanian, V., Siemens Corporate Technology, SISL, Bangalore, India","In this paper, we propose a fast method to recognize human actions which accounts for intra-class variability in the way an action is performed. We propose the use of a low dimensional feature vector which consists of (a) the projections of the width profile of the actor on to an ""action basis"" and (b) simple spatio-temporal features. The action basis is built using eigenanalysis of walking sequences of different people. Given the limited amount of training data, Dynamic Time Warping (DTW) is used to perform recognition. We propose the use of the average-template with multiple features, first used in speech recognition, to belter capture the intra-class variations for each action. We demonstrate the efficacy of this algorithm using our low dimensional feature to robustly recognize human actions. Furthermore, we show that view-invariant recognition can be performed by using a simple data fusion of two orthogonal views. For the actions that are still confusable, a temporal discriminative weighting scheme is used to distinguish between them. The effectiveness of our method is demonstrated by conducting experiments on the multi-view IXMAS dataset of persons performing various actions. © 2008 IEEE.",,Artificial intelligence; Computer vision; Feature extraction; Gesture recognition; Image processing; Object recognition; Pattern recognition; Data sets; Dynamic Time Warping; Eigen-analysis; Feature vector; Human actions; Human-action recognition; Intra-class variations; Invariant recognition; Low dimensional; Multi views; Multiple features; Orthogonal views; Spatio-Temporal; Training data; Weighting schemes; Speech recognition,"Cherla, S.; Siemens Corporate Technology, SISL, Bangalore, India; email: srikanth.cherla@siemens.com",,,,9781424423408,,,English,"IEEE Comput. Soc. Conf. Comput. Vis. Pattern Recogn. Workshops, CVPR Workshops",Conference Paper,Scopus,2-s2.0-51849099512
"Shaji A., Chandran S.",Riemannian manifold optimisation for non-rigid structure from motion,2008,"2008 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops",,,4563071,,,,,10.1109/CVPRW.2008.4563071,https://www.scopus.com/inward/record.uri?eid=2-s2.0-51849135987&doi=10.1109%2fCVPRW.2008.4563071&partnerID=40&md5=70663aa8004aa2d7bc4c0ceeda9841c9,"Computer Science and Engineering Department, IIT, Bombay, 400076, India","Shaji, A., Computer Science and Engineering Department, IIT, Bombay, 400076, India; Chandran, S., Computer Science and Engineering Department, IIT, Bombay, 400076, India","This paper address the problem of automatically extracting the 3D configurations of deformable objects from 2D features. Our focus in this work is to build on the observation that the subspace spanned by the motion parameters is a subset of a smooth manifold, and therefore we hunt for the solution in this space, rather than use heuristics (as previously attempted earlier). We succeed in this by attaching a canonical Riemannian metric, and using a variant of the non-rigid factorisation algorithm for Structure from Motion. We qualitatively and quantitatively show that our algorithm produces better results when compared to the state of art. © 2008 IEEE.",,Artificial intelligence; Computer vision; Deformation; Heuristic programming; Image processing; Pattern recognition; Structural optimization; Deformable objects; Motion parameters; Optimisation; Riemannian manifolds; Riemannian metric; Rigid structures; Structure-From-Motion; Feature extraction,"Shaji, A.; Computer Science and Engineering Department, IIT, Bombay, 400076, India",,,,9781424423408,,,English,"IEEE Comput. Soc. Conf. Comput. Vis. Pattern Recogn. Workshops, CVPR Workshops",Conference Paper,Scopus,2-s2.0-51849135987
